customer_id,first_name,last_name,email,birth_year,signup_date,state,customer_tenure_years
35,First_35,Last_35,user35@example.com,1978,2018-08-15,PA,7.0
36,First_36,Last_36,user36@example.com,1948,2011-08-14,NY,14.0
37,First_37,Last_37,user37@example.com,1966,2021-08-14,NY,4.0
38,First_38,Last_38,user38@example.com,1949,2015-08-12,FL,10.0
39,First_39,Last_39,user39@example.com,1976,2010-05-08,FL,15.3
40,First_40,Last_40,user40@example.com,1998,2009-04-02,FL,16.4
41,First_41,Last_41,user41@example.com,1992,2012-01-19,PA,13.6
42,First_42,Last_42,user42@example.com,1961,2008-08-09,NY,17.1
43,First_43,Last_43,user43@example.com,1985,2010-08-31,NY,15.0
44,First_44,Last_44,user44@example.com,1958,2013-10-21,FL,11.9
45,First_45,Last_45,user45@example.com,1958,2025-05-28,PA,0.3
46,First_46,Last_46,user46@example.com,1968,2006-08-19,NY,19.0
47,First_47,Last_47,user47@example.com,1959,2010-05-28,GA,15.3
48,First_48,Last_48,user48@example.com,1990,2008-02-01,PA,17.6
49,First_49,Last_49,user49@example.com,1962,2023-04-17,MI,2.4
50,First_50,Last_50,user50@example.com,1967,2014-08-09,NY,11.1
51,First_51,Last_51,user51@example.com,1983,2005-10-04,NC,19.9
52,First_52,Last_52,user52@example.com,1999,2021-11-05,PA,3.8
53,First_53,Last_53,user53@example.com,1999,2009-07-15,FL,16.1
54,First_54,Last_54,user54@example.com,1944,2009-11-19,IL,15.8
55,First_55,Last_55,user55@example.com,1959,2019-08-11,OH,6.0
56,First_56,Last_56,user56@example.com,1995,2022-02-03,FL,3.6
57,First_57,Last_57,user57@example.com,1941,2018-08-22,GA,7.0
58,First_58,Last_58,user58@example.com,1995,2025-05-05,TX,0.3
59,First_59,Last_59,user59@example.com,1980,2010-09-24,IL,14.9
60,First_60,Last_60,user60@example.com,1991,2008-09-14,PA,17.0
61,First_61,Last_61,user61@example.com,1976,2021-09-21,FL,3.9
62,First_62,Last_62,user62@example.com,1947,2016-06-04,IL,9.2
63,First_63,Last_63,user63@example.com,1983,2025-03-29,FL,0.4
64,First_64,Last_64,user64@example.com,1958,2019-08-03,IL,6.1
65,First_65,Last_65,user65@example.com,1950,2007-03-13,FL,18.5
66,First_66,Last_66,user66@example.com,1961,2007-07-28,FL,18.1
67,First_67,Last_67,user67@example.com,1982,2020-01-29,TX,5.6
68,First_68,Last_68,user68@example.com,1952,2019-11-28,TX,5.8
69,First_69,Last_69,user69@example.com,1970,2009-06-19,IL,16.2
70,First_70,Last_70,user70@example.com,1985,2012-04-28,IL,13.3
71,First_71,Last_71,user71@example.com,1989,2017-10-31,FL,7.8
72,First_72,Last_72,user72@example.com,1980,2006-08-16,NC,19.0
73,First_73,Last_73,user73@example.com,1991,2019-07-21,TX,6.1
74,First_74,Last_74,user74@example.com,1985,2005-09-14,FL,20.0
75,First_75,Last_75,user75@example.com,1975,2008-04-30,IL,17.3
76,First_76,Last_76,user76@example.com,1940,2015-02-20,GA,10.5
77,First_77,Last_77,user77@example.com,1997,2008-09-28,NC,16.9
78,First_78,Last_78,user78@example.com,1985,2016-02-27,FL,9.5
79,First_79,Last_79,user79@example.com,1992,2015-04-13,IL,10.4
80,First_80,Last_80,user80@example.com,1947,2013-07-04,OH,12.2
81,First_81,Last_81,user81@example.com,1973,2012-05-19,MI,13.3
82,First_82,Last_82,user82@example.com,1999,2005-10-05,TX,19.9
83,First_83,Last_83,user83@example.com,1951,2016-01-31,IL,9.6
84,First_84,Last_84,user84@example.com,1988,2022-07-26,NY,3.1
85,First_85,Last_85,user85@example.com,1987,2008-01-21,NC,17.6
86,First_86,Last_86,user86@example.com,1958,2016-07-18,PA,9.1
87,First_87,Last_87,user87@example.com,1950,2024-03-16,FL,1.5
88,First_88,Last_88,user88@example.com,1961,2017-02-16,NC,8.5
89,First_89,Last_89,user89@example.com,1940,2007-10-04,TX,17.9
90,First_90,Last_90,user90@example.com,1984,2011-01-31,TX,14.6
91,First_91,Last_91,user91@example.com,1990,2006-06-04,PA,19.2
92,First_92,Last_92,user92@example.com,1951,2017-11-03,FL,7.8
93,First_93,Last_93,user93@example.com,1967,2021-12-08,NY,3.7
94,First_94,Last_94,user94@example.com,1941,2024-04-30,TX,1.3
95,First_95,Last_95,user95@example.com,1958,2010-11-15,NY,14.8
96,First_96,Last_96,user96@example.com,1995,2021-10-12,TX,3.9
97,First_97,Last_97,user97@example.com,1994,2007-10-22,TX,17.9
98,First_98,Last_98,user98@example.com,1956,2022-11-02,NY,2.8
99,First_99,Last_99,user99@example.com,1957,2019-09-03,NY,6.0
100,First_100,Last_100,user100@example.com,1988,2021-12-10,GA,3.7
101,First_101,Last_101,user101@example.com,1980,2018-12-24,OH,6.7
102,First_102,Last_102,user102@example.com,1963,2019-05-18,TX,6.3
103,First_103,Last_103,user103@example.com,1997,2016-06-08,GA,9.2
104,First_104,Last_104,user104@example.com,1958,2015-02-02,PA,10.6
105,First_105,Last_105,user105@example.com,1999,2014-07-04,NY,11.2
106,First_106,Last_106,user106@example.com,1992,2009-12-15,TX,15.7
107,First_107,Last_107,user107@example.com,1971,2021-05-14,MI,4.3
108,First_108,Last_108,user108@example.com,1990,2005-09-15,GA,20.0
109,First_109,Last_109,user109@example.com,1968,2021-01-12,NY,4.6
110,First_110,Last_110,user110@example.com,1971,2017-01-17,FL,8.6
111,First_111,Last_111,user111@example.com,1976,2017-03-28,GA,8.4
112,First_112,Last_112,user112@example.com,1979,2011-05-30,PA,14.2
113,First_113,Last_113,user113@example.com,1999,2012-03-14,NC,13.5
114,First_114,Last_114,user114@example.com,1968,2013-03-23,TX,12.4
115,First_115,Last_115,user115@example.com,1949,2014-05-20,IL,11.3
116,First_116,Last_116,user116@example.com,1992,2011-07-10,IL,14.1
117,First_117,Last_117,user117@example.com,1967,2022-03-04,TX,3.5
118,First_118,Last_118,user118@example.com,1944,2022-09-02,PA,3.0
119,First_119,Last_119,user119@example.com,1965,2024-03-26,FL,1.4
120,First_120,Last_120,user120@example.com,1993,2016-12-21,CA,8.7
121,First_121,Last_121,user121@example.com,1983,2007-02-04,NY,18.6
122,First_122,Last_122,user122@example.com,1997,2009-07-16,IL,16.1
123,First_123,Last_123,user123@example.com,1963,2007-04-26,IL,18.3
124,First_124,Last_124,user124@example.com,1964,2014-07-14,NY,11.1
125,First_125,Last_125,user125@example.com,1951,2012-09-08,FL,13.0
126,First_126,Last_126,user126@example.com,1943,2020-05-18,CA,5.3
127,First_127,Last_127,user127@example.com,1984,2017-12-30,FL,7.7
128,First_128,Last_128,user128@example.com,1951,2020-04-17,OH,5.4
129,First_129,Last_129,user129@example.com,1993,2017-07-10,FL,8.1
130,First_130,Last_130,user130@example.com,1948,2024-03-06,PA,1.5
131,First_131,Last_131,user131@example.com,1957,2023-04-11,OH,2.4
132,First_132,Last_132,user132@example.com,1951,2022-05-27,IL,3.3
133,First_133,Last_133,user133@example.com,1960,2011-01-07,NC,14.6
134,First_134,Last_134,user134@example.com,1958,2007-12-22,FL,17.7
135,First_135,Last_135,user135@example.com,1967,2016-11-14,OH,8.8
136,First_136,Last_136,user136@example.com,1971,2023-09-02,OH,2.0
137,First_137,Last_137,user137@example.com,1973,2020-05-09,FL,5.3
138,First_138,Last_138,user138@example.com,1987,2021-10-24,CA,3.8
139,First_139,Last_139,user139@example.com,1952,2011-08-22,TX,14.0
140,First_140,Last_140,user140@example.com,1999,2021-01-18,IL,4.6
141,First_141,Last_141,user141@example.com,1953,2017-07-04,NC,8.2
142,First_142,Last_142,user142@example.com,1965,2019-05-04,NY,6.3
143,First_143,Last_143,user143@example.com,1965,2014-08-18,NY,11.0
144,First_144,Last_144,user144@example.com,1982,2016-10-10,IL,8.9
145,First_145,Last_145,user145@example.com,1980,2023-06-22,NY,2.2
146,First_146,Last_146,user146@example.com,1977,2015-08-22,CA,10.0
147,First_147,Last_147,user147@example.com,1973,2006-06-24,TX,19.2
148,First_148,Last_148,user148@example.com,1982,2022-02-01,FL,3.6
149,First_149,Last_149,user149@example.com,1950,2012-01-06,CA,13.6
150,First_150,Last_150,user150@example.com,1948,2011-01-13,NY,14.6
151,First_151,Last_151,user151@example.com,1944,2008-03-18,NY,17.4
152,First_152,Last_152,user152@example.com,1966,2025-01-22,FL,0.6
153,First_153,Last_153,user153@example.com,1995,2023-09-14,FL,2.0
154,First_154,Last_154,user154@example.com,1988,2012-06-02,PA,13.2
155,First_155,Last_155,user155@example.com,1995,2018-12-28,Other,6.7
156,First_156,Last_156,user156@example.com,1978,2014-12-05,TX,10.7
157,First_157,Last_157,user157@example.com,1955,2025-01-17,TX,0.6
158,First_158,Last_158,user158@example.com,1963,2013-02-10,PA,12.6
159,First_159,Last_159,user159@example.com,1956,2023-07-11,TX,2.1
160,First_160,Last_160,user160@example.com,1964,2023-11-28,IL,1.8
161,First_161,Last_161,user161@example.com,1944,2013-10-15,PA,11.9
162,First_162,Last_162,user162@example.com,1947,2021-08-09,NY,4.1
163,First_163,Last_163,user163@example.com,1949,2022-03-19,GA,3.4
164,First_164,Last_164,user164@example.com,1983,2010-10-18,TX,14.9
165,First_165,Last_165,user165@example.com,1993,2024-01-20,PA,1.6
166,First_166,Last_166,user166@example.com,1966,2018-01-04,PA,7.7
167,First_167,Last_167,user167@example.com,1945,2014-05-20,NY,11.3
168,First_168,Last_168,user168@example.com,1955,2014-02-07,CA,11.6
169,First_169,Last_169,user169@example.com,1951,2024-10-13,GA,0.9
170,First_170,Last_170,user170@example.com,1982,2007-12-10,FL,17.7
171,First_171,Last_171,user171@example.com,1953,2008-12-18,FL,16.7
172,First_172,Last_172,user172@example.com,1964,2018-04-21,NY,7.4
173,First_173,Last_173,user173@example.com,1958,2015-04-06,FL,10.4
174,First_174,Last_174,user174@example.com,1973,2006-06-10,FL,19.2
175,First_175,Last_175,user175@example.com,1966,2009-12-27,CA,15.7
176,First_176,Last_176,user176@example.com,1946,2009-08-15,TX,16.0
177,First_177,Last_177,user177@example.com,1970,2024-10-18,FL,0.9
178,First_178,Last_178,user178@example.com,1997,2007-05-06,IL,18.3
179,First_179,Last_179,user179@example.com,1950,2017-07-18,TX,8.1
180,First_180,Last_180,user180@example.com,1980,2025-01-06,MI,0.6
181,First_181,Last_181,user181@example.com,1983,2013-05-25,NY,12.3
182,First_182,Last_182,user182@example.com,1992,2015-07-10,PA,10.1
183,First_183,Last_183,user183@example.com,1941,2012-09-06,NC,13.0
184,First_184,Last_184,user184@example.com,1945,2008-07-07,OH,17.1
185,First_185,Last_185,user185@example.com,1979,2009-09-13,IL,16.0
186,First_186,Last_186,user186@example.com,1960,2014-01-09,NY,11.6
187,First_187,Last_187,user187@example.com,1972,2011-03-22,NC,14.4
188,First_188,Last_188,user188@example.com,1941,2014-07-01,NY,11.2
189,First_189,Last_189,user189@example.com,1977,2018-01-24,IL,7.6
190,First_190,Last_190,user190@example.com,1946,2014-10-18,FL,10.9
191,First_191,Last_191,user191@example.com,1945,2007-02-17,OH,18.5
192,First_192,Last_192,user192@example.com,1975,2015-08-06,IL,10.1
193,First_193,Last_193,user193@example.com,1952,2006-07-12,IL,19.1
194,First_194,Last_194,user194@example.com,1950,2011-01-18,FL,14.6
195,First_195,Last_195,user195@example.com,1984,2010-08-17,GA,15.0
196,First_196,Last_196,user196@example.com,1944,2020-09-26,TX,4.9
197,First_197,Last_197,user197@example.com,1962,2007-10-31,TX,17.8
198,First_198,Last_198,user198@example.com,1973,2007-07-15,FL,18.1
199,First_199,Last_199,user199@example.com,1974,2024-08-14,TX,1.0
200,First_200,Last_200,user200@example.com,1942,2019-07-30,TX,6.1
201,First_201,Last_201,user201@example.com,1993,2014-02-12,TX,11.5
202,First_202,Last_202,user202@example.com,1990,2011-07-16,MI,14.1
203,First_203,Last_203,user203@example.com,1962,2008-02-15,IL,17.5
204,First_204,Last_204,user204@example.com,1971,2010-07-03,FL,15.2
205,First_205,Last_205,user205@example.com,1997,2006-05-30,PA,19.2
206,First_206,Last_206,user206@example.com,1987,2025-06-23,PA,0.2
207,First_207,Last_207,user207@example.com,1988,2012-05-31,IL,13.2
208,First_208,Last_208,user208@example.com,1942,2021-11-27,NY,3.8
209,First_209,Last_209,user209@example.com,1994,2018-08-27,NC,7.0
210,First_210,Last_210,user210@example.com,1964,2014-09-09,OH,11.0
211,First_211,Last_211,user211@example.com,1941,2020-09-15,OH,5.0
212,First_212,Last_212,user212@example.com,1976,2016-01-03,FL,9.7
213,First_213,Last_213,user213@example.com,1970,2012-02-05,IL,13.6
214,First_214,Last_214,user214@example.com,1978,2005-10-03,GA,19.9
215,First_215,Last_215,user215@example.com,1991,2019-07-29,TX,6.1
216,First_216,Last_216,user216@example.com,1987,2015-04-05,CA,10.4
217,First_217,Last_217,user217@example.com,1974,2006-06-15,OH,19.2
218,First_218,Last_218,user218@example.com,1983,2023-04-13,GA,2.4
219,First_219,Last_219,user219@example.com,1973,2023-06-20,FL,2.2
220,First_220,Last_220,user220@example.com,1962,2021-02-23,NY,4.5
221,First_221,Last_221,user221@example.com,1972,2023-09-20,PA,1.9
222,First_222,Last_222,user222@example.com,1995,2006-08-08,NY,19.1
223,First_223,Last_223,user223@example.com,1970,2020-03-31,OH,5.4
224,First_224,Last_224,user224@example.com,1997,2017-06-17,MI,8.2
225,First_225,Last_225,user225@example.com,1983,2009-05-28,IL,16.3
226,First_226,Last_226,user226@example.com,1985,2023-08-28,NY,2.0
227,First_227,Last_227,user227@example.com,1954,2016-11-24,CA,8.8
228,First_228,Last_228,user228@example.com,1993,2007-09-06,CA,18.0
229,First_229,Last_229,user229@example.com,1994,2022-09-20,IL,2.9
230,First_230,Last_230,user230@example.com,1943,2014-12-30,CA,10.7
231,First_231,Last_231,user231@example.com,1958,2009-08-26,CA,16.0
232,First_232,Last_232,user232@example.com,1974,2014-07-21,GA,11.1
233,First_233,Last_233,user233@example.com,1982,2011-08-02,NY,14.1
234,First_234,Last_234,user234@example.com,1992,2016-09-28,TX,8.9
235,First_235,Last_235,user235@example.com,1985,2020-06-21,FL,5.2
236,First_236,Last_236,user236@example.com,1997,2023-10-02,PA,1.9
237,First_237,Last_237,user237@example.com,1940,2014-01-06,PA,11.6
238,First_238,Last_238,user238@example.com,1979,2006-06-17,OH,19.2
239,First_239,Last_239,user239@example.com,1951,2023-06-14,NY,2.2
240,First_240,Last_240,user240@example.com,1961,2022-05-01,GA,3.3
241,First_241,Last_241,user241@example.com,1972,2014-11-15,PA,10.8
242,First_242,Last_242,user242@example.com,1954,2006-10-29,OH,18.8
243,First_243,Last_243,user243@example.com,1968,2013-01-04,PA,12.7
244,First_244,Last_244,user244@example.com,1980,2021-03-22,GA,4.4
245,First_245,Last_245,user245@example.com,1999,2012-06-12,NY,13.2
246,First_246,Last_246,user246@example.com,1958,2010-07-13,CA,15.1
247,First_247,Last_247,user247@example.com,1971,2025-06-29,PA,0.2
248,First_248,Last_248,user248@example.com,1997,2014-05-13,PA,11.3
249,First_249,Last_249,user249@example.com,1973,2005-09-28,NY,19.9
250,First_250,Last_250,user250@example.com,1947,2009-10-05,OH,15.9
251,First_251,Last_251,user251@example.com,1946,2013-03-19,TX,12.4
252,First_252,Last_252,user252@example.com,1953,2013-04-22,FL,12.4
253,First_253,Last_253,user253@example.com,1945,2018-01-27,IL,7.6
254,First_254,Last_254,user254@example.com,1997,2010-01-17,FL,15.6
255,First_255,Last_255,user255@example.com,1956,2011-04-26,PA,14.3
256,First_256,Last_256,user256@example.com,1964,2018-09-14,NC,7.0
257,First_257,Last_257,user257@example.com,1988,2011-03-02,NY,14.5
258,First_258,Last_258,user258@example.com,1946,2018-12-25,NY,6.7
259,First_259,Last_259,user259@example.com,1966,2025-07-12,OH,0.1
260,First_260,Last_260,user260@example.com,1993,2025-02-24,IL,0.5
261,First_261,Last_261,user261@example.com,1948,2007-10-14,FL,17.9
262,First_262,Last_262,user262@example.com,1972,2024-07-10,CA,1.1
263,First_263,Last_263,user263@example.com,1988,2024-07-08,TX,1.1
264,First_264,Last_264,user264@example.com,1973,2023-07-26,IL,2.1
265,First_265,Last_265,user265@example.com,1982,2009-08-26,OH,16.0
266,First_266,Last_266,user266@example.com,1966,2007-07-24,MI,18.1
267,First_267,Last_267,user267@example.com,1955,2021-03-11,FL,4.5
268,First_268,Last_268,user268@example.com,1945,2007-03-07,IL,18.5
269,First_269,Last_269,user269@example.com,1974,2006-03-14,PA,19.5
270,First_270,Last_270,user270@example.com,1997,2009-08-05,IL,16.1
271,First_271,Last_271,user271@example.com,1946,2017-07-22,GA,8.1
272,First_272,Last_272,user272@example.com,1949,2006-10-17,IL,18.9
273,First_273,Last_273,user273@example.com,1972,2012-08-06,FL,13.1
274,First_274,Last_274,user274@example.com,1996,2016-06-21,OH,9.2
275,First_275,Last_275,user275@example.com,1977,2015-05-22,PA,10.3
276,First_276,Last_276,user276@example.com,1953,2008-08-17,NY,17.0
277,First_277,Last_277,user277@example.com,1979,2016-06-29,PA,9.2
278,First_278,Last_278,user278@example.com,1985,2025-02-14,TX,0.5
279,First_279,Last_279,user279@example.com,1940,2011-04-10,NY,14.4
280,First_280,Last_280,user280@example.com,1973,2019-04-14,FL,6.4
281,First_281,Last_281,user281@example.com,1987,2017-02-22,PA,8.5
282,First_282,Last_282,user282@example.com,1977,2009-10-22,CA,15.9
283,First_283,Last_283,user283@example.com,1977,2010-04-30,TX,15.3
284,First_284,Last_284,user284@example.com,1962,2022-07-21,IL,3.1
285,First_285,Last_285,user285@example.com,1986,2016-10-07,TX,8.9
286,First_286,Last_286,user286@example.com,1983,2009-02-24,GA,16.5
287,First_287,Last_287,user287@example.com,1960,2005-09-27,PA,19.9
288,First_288,Last_288,user288@example.com,1983,2023-01-08,FL,2.6
289,First_289,Last_289,user289@example.com,1960,2010-02-16,FL,15.5
290,First_290,Last_290,user290@example.com,1940,2023-02-15,PA,2.5
291,First_291,Last_291,user291@example.com,1941,2009-10-13,NY,15.9
292,First_292,Last_292,user292@example.com,1993,2010-05-18,NC,15.3
293,First_293,Last_293,user293@example.com,1943,2024-12-13,CA,0.7
294,First_294,Last_294,user294@example.com,1943,2012-05-30,IL,13.2
295,First_295,Last_295,user295@example.com,1946,2018-02-13,OH,7.5
296,First_296,Last_296,user296@example.com,1988,2007-04-23,NY,18.3
297,First_297,Last_297,user297@example.com,1994,2006-03-10,TX,19.5
298,First_298,Last_298,user298@example.com,1953,2021-11-03,OH,3.8
299,First_299,Last_299,user299@example.com,1995,2014-02-26,NY,11.5
300,First_300,Last_300,user300@example.com,1998,2015-02-23,IL,10.5
301,First_301,Last_301,user301@example.com,1988,2022-03-25,NY,3.4
302,First_302,Last_302,user302@example.com,1964,2006-09-23,IL,18.9
303,First_303,Last_303,user303@example.com,1996,2017-12-09,TX,7.7
304,First_304,Last_304,user304@example.com,1979,2016-01-12,OH,9.6
305,First_305,Last_305,user305@example.com,1967,2019-11-09,FL,5.8
306,First_306,Last_306,user306@example.com,1970,2007-06-06,OH,18.2
307,First_307,Last_307,user307@example.com,1991,2014-02-03,FL,11.6
308,First_308,Last_308,user308@example.com,1967,2021-07-08,PA,4.1
309,First_309,Last_309,user309@example.com,1941,2014-08-03,TX,11.1
310,First_310,Last_310,user310@example.com,1983,2006-09-07,IL,19.0
311,First_311,Last_311,user311@example.com,1959,2012-04-10,PA,13.4
312,First_312,Last_312,user312@example.com,1965,2014-04-07,IL,11.4
313,First_313,Last_313,user313@example.com,1987,2025-06-09,CA,0.2
314,First_314,Last_314,user314@example.com,1986,2006-06-06,NY,19.2
315,First_315,Last_315,user315@example.com,1949,2005-11-17,GA,19.8
316,First_316,Last_316,user316@example.com,1966,2009-12-24,IL,15.7
317,First_317,Last_317,user317@example.com,1989,2013-03-23,IL,12.4
318,First_318,Last_318,user318@example.com,1999,2008-04-07,TX,17.4
319,First_319,Last_319,user319@example.com,1947,2020-01-09,MI,5.6
320,First_320,Last_320,user320@example.com,1986,2013-05-21,NY,12.3
321,First_321,Last_321,user321@example.com,1947,2013-10-18,PA,11.9
322,First_322,Last_322,user322@example.com,1987,2011-11-25,PA,13.8
323,First_323,Last_323,user323@example.com,1985,2008-08-29,NY,17.0
324,First_324,Last_324,user324@example.com,1942,2025-02-28,NY,0.5
325,First_325,Last_325,user325@example.com,1979,2013-10-23,FL,11.8
326,First_326,Last_326,user326@example.com,1962,2006-01-27,CA,19.6
327,First_327,Last_327,user327@example.com,1995,2014-01-14,PA,11.6
328,First_328,Last_328,user328@example.com,1998,2018-10-09,FL,6.9
329,First_329,Last_329,user329@example.com,1951,2016-07-09,PA,9.1
330,First_330,Last_330,user330@example.com,1974,2009-07-11,IL,16.1
331,First_331,Last_331,user331@example.com,1971,2008-08-17,NY,17.0
332,First_332,Last_332,user332@example.com,1950,2018-12-24,CA,6.7
333,First_333,Last_333,user333@example.com,1996,2019-08-13,TX,6.0
334,First_334,Last_334,user334@example.com,1963,2022-01-21,Other,3.6
335,First_335,Last_335,user335@example.com,1968,2013-05-06,TX,12.3
336,First_336,Last_336,user336@example.com,1957,2008-05-27,IL,17.3
337,First_337,Last_337,user337@example.com,1994,2020-03-01,IL,5.5
338,First_338,Last_338,user338@example.com,1974,2006-05-11,CA,19.3
339,First_339,Last_339,user339@example.com,1952,2023-12-23,NY,1.7
340,First_340,Last_340,user340@example.com,1973,2007-10-04,NY,17.9
341,First_341,Last_341,user341@example.com,1996,2011-01-26,IL,14.6
342,First_342,Last_342,user342@example.com,1980,2011-01-25,IL,14.6
343,First_343,Last_343,user343@example.com,1974,2019-01-20,NY,6.6
344,First_344,Last_344,user344@example.com,1940,2025-06-15,FL,0.2
345,First_345,Last_345,user345@example.com,1997,2008-03-12,OH,17.5
346,First_346,Last_346,user346@example.com,1999,2024-03-05,NY,1.5
347,First_347,Last_347,user347@example.com,1987,2020-07-06,NY,5.1
348,First_348,Last_348,user348@example.com,1977,2011-01-01,NC,14.7
349,First_349,Last_349,user349@example.com,1992,2014-07-17,FL,11.1
350,First_350,Last_350,user350@example.com,1956,2021-02-07,IL,4.6
351,First_351,Last_351,user351@example.com,1976,2008-03-14,IL,17.5
352,First_352,Last_352,user352@example.com,1975,2015-05-02,FL,10.3
353,First_353,Last_353,user353@example.com,1981,2022-09-24,FL,2.9
354,First_354,Last_354,user354@example.com,1991,2017-08-11,TX,8.0
355,First_355,Last_355,user355@example.com,1941,2013-08-10,IL,12.1
356,First_356,Last_356,user356@example.com,1975,2007-04-28,TX,18.3
357,First_357,Last_357,user357@example.com,1998,2025-05-09,IL,0.3
358,First_358,Last_358,user358@example.com,1974,2014-04-03,NY,11.4
359,First_359,Last_359,user359@example.com,1960,2008-01-09,MI,17.6
360,First_360,Last_360,user360@example.com,1967,2016-11-12,NY,8.8
361,First_361,Last_361,user361@example.com,1988,2009-03-06,NY,16.5
362,First_362,Last_362,user362@example.com,1991,2008-11-10,NY,16.8
363,First_363,Last_363,user363@example.com,1960,2024-07-21,FL,1.1
364,First_364,Last_364,user364@example.com,1958,2010-01-19,FL,15.6
365,First_365,Last_365,user365@example.com,1950,2008-11-19,NY,16.8
366,First_366,Last_366,user366@example.com,1976,2020-11-22,OH,4.8
367,First_367,Last_367,user367@example.com,1991,2020-06-09,NY,5.2
368,First_368,Last_368,user368@example.com,1956,2009-04-25,NY,16.3
369,First_369,Last_369,user369@example.com,1997,2025-06-29,NY,0.2
370,First_370,Last_370,user370@example.com,1945,2015-07-31,NY,10.1
371,First_371,Last_371,user371@example.com,1993,2021-06-08,IL,4.2
372,First_372,Last_372,user372@example.com,1983,2019-03-11,CA,6.5
373,First_373,Last_373,user373@example.com,1983,2010-02-11,FL,15.5
374,First_374,Last_374,user374@example.com,1991,2011-06-05,FL,14.2
375,First_375,Last_375,user375@example.com,1959,2014-07-23,FL,11.1
376,First_376,Last_376,user376@example.com,1940,2016-01-25,TX,9.6
377,First_377,Last_377,user377@example.com,1992,2012-09-01,PA,13.0
378,First_378,Last_378,user378@example.com,1944,2007-07-22,FL,18.1
379,First_379,Last_379,user379@example.com,1955,2022-03-09,FL,3.5
380,First_380,Last_380,user380@example.com,1984,2023-10-16,GA,1.9
381,First_381,Last_381,user381@example.com,1973,2008-02-05,NY,17.6
382,First_382,Last_382,user382@example.com,1953,2006-03-15,NY,19.5
383,First_383,Last_383,user383@example.com,1992,2014-01-26,NY,11.6
384,First_384,Last_384,user384@example.com,1971,2011-06-06,TX,14.2
385,First_385,Last_385,user385@example.com,1948,2007-10-17,TX,17.9
386,First_386,Last_386,user386@example.com,1964,2010-11-06,CA,14.8
387,First_387,Last_387,user387@example.com,1976,2009-12-21,NY,15.7
388,First_388,Last_388,user388@example.com,1995,2006-09-10,CA,19.0
389,First_389,Last_389,user389@example.com,1940,2012-02-25,FL,13.5
390,First_390,Last_390,user390@example.com,1974,2006-06-05,NC,19.2
391,First_391,Last_391,user391@example.com,1992,2018-08-26,FL,7.0
392,First_392,Last_392,user392@example.com,1966,2011-05-10,FL,14.3
393,First_393,Last_393,user393@example.com,1989,2024-05-25,PA,1.3
394,First_394,Last_394,user394@example.com,1990,2010-06-22,OH,15.2
395,First_395,Last_395,user395@example.com,1943,2024-02-03,IL,1.6
396,First_396,Last_396,user396@example.com,1986,2019-09-17,TX,5.9
